id_pesanan,id_produk,tanggal_pesanan,kurir_pengiriman,kota,kecamatan,jenis_pengiriman,estimasi_waktu_sampai_hari,rating_produk,tanggal_pengiriman,ontime
296390,170,2023-03-01,J&T Express,Makassar,Tallo,Same Day,3,3,2023-03-04,Ontime
625830,156,2022-09-19,J&T Express,Medan,Medan Maimun,Next Day,5,3,2022-09-24,Ontime
934893,254,2023-04-05,POS Indonesia,Medan,Medan Area,Next Day,2,1,2023-04-07,Ontime
696065,179,2022-12-06,JNE,Bandung,Astana Anyar,Same Day,1,3,2022-12-07,Ontime
392697,238,2023-04-29,JNE,Semarang,Gajahmungkur,Reguler,5,4,2023-05-04,Ontime
24885,167,2022-11-03,JNE,Batam,Lubuk Baja,Next Day,5,5,2022-11-08,Ontime
111494,231,2023-03-11,SiCepat,Depok,Mekarsari,Express,2,1,2023-03-13,Ontime
699376,120,2022-12-01,J&T Express,Pekanbaru,Lima Puluh,Next Day,4,2,2022-12-05,Ontime
444061,144,2023-01-24,POS Indonesia,Depok,Cipayung,Express,5,3,2023-01-29,Ontime
688820,163,2023-01-13,SiCepat,Bandung,Rancasari,Express,2,1,2023-01-15,Ontime
671631,186,2023-02-12,Ninja Xpress,Depok,Pancoran Mas,Same Day,4,2,2023-02-16,Ontime
756976,185,2022-08-31,SiCepat,Medan,Medan Denai,Next Day,1,2,2022-09-01,Ontime
713262,298,2022-11-04,Ninja Xpress,Denpasar,Denpasar Barat,Same Day,3,3,2022-11-07,Ontime
852309,159,2023-01-05,POS Indonesia,Bogor,Cileungsi,Reguler,5,1,2023-01-10,Ontime
964890,139,2022-09-17,SiCepat,Bandar Lampung,Teluk Betung Barat,Same Day,5,1,2022-09-22,Ontime
646374,279,2023-05-11,J&T Express,Bandar Lampung,Teluk Betung Utara,Reguler,5,3,2023-05-16,Ontime
870214,193,2022-07-05,Ninja Xpress,Bandar Lampung,Tanjung Karang Timur,Same Day,1,4,2022-07-06,Ontime
980783,135,2022-11-25,Ninja Xpress,Bandung,Panyileukan,Reguler,4,3,2022-11-29,Ontime
648498,231,2022-09-06,Ninja Xpress,Surabaya,Sambikerep,Express,5,5,2022-09-11,Ontime
530354,294,2023-02-16,Ninja Xpress,Bandung,Cibiru,Reguler,4,4,2023-02-20,Ontime
838936,178,2022-11-17,POS Indonesia,Makassar,Makassar Timur,Same Day,1,2,2022-11-18,Ontime
293940,167,2022-12-25,SiCepat,Bekasi,Bantargebang,Next Day,4,1,2022-12-29,Ontime
53056,240,2023-04-23,Ninja Xpress,Semarang,Gayamsari,Express,5,5,2023-04-28,Ontime
549854,261,2022-11-11,JNE,Malang,Bululawang,Reguler,2,1,2022-11-13,Ontime
974268,159,2022-11-21,SiCepat,Pekanbaru,Senapelan,Express,1,2,2022-11-22,Ontime
474837,178,2022-06-16,Ninja Xpress,Pekanbaru,Rumbai,Next Day,4,4,2022-06-20,Ontime
557629,229,2022-11-25,POS Indonesia,Bogor,Citeureup,Next Day,2,2,2022-11-27,Ontime
893478,220,2022-11-26,JNE,Batam,Batam Kota,Express,5,1,2022-12-01,Ontime
27839,299,2022-07-28,J&T Express,Bandar Lampung,Sukabumi,Reguler,4,2,2022-08-01,Ontime
46861,140,2022-08-28,SiCepat,Jakarta,Ciracas,Express,5,5,2022-09-02,Ontime
220428,193,2022-07-25,POS Indonesia,Depok,Pancoran Mas,Next Day,3,3,2022-07-28,Ontime
935608,206,2023-01-11,JNE,Palembang,Ilir Barat I,Same Day,3,3,2023-01-14,Ontime
181596,265,2022-05-27,SiCepat,Bandung,Panyileukan,Same Day,5,5,2022-06-01,Ontime
468527,124,2022-09-20,Ninja Xpress,Bandung,Mandalajati,Reguler,4,2,2022-09-24,Ontime
460037,121,2022-09-05,POS Indonesia,Bogor,Parung Panjang,Next Day,1,3,2022-09-06,Ontime
233974,134,2023-01-06,POS Indonesia,Padang,Padang Barat,Reguler,4,1,2023-01-10,Ontime
908118,224,2022-12-09,POS Indonesia,Tangerang,Pasar Kemis,Same Day,5,2,2022-12-14,Ontime
527367,294,2023-01-08,SiCepat,Yogyakarta,Danurejan,Same Day,4,4,2023-01-12,Ontime
811744,205,2023-04-24,J&T Express,Makassar,Bontoala,Same Day,4,1,2023-04-28,Ontime
66166,173,2023-03-29,Ninja Xpress,Pontianak,Pontianak Utara,Next Day,2,1,2023-03-31,Ontime
758898,156,2022-06-14,POS Indonesia,Medan,Medan Area,Express,2,2,2022-06-16,Ontime
891419,298,2023-05-05,POS Indonesia,Bekasi,Bekasi Selatan,Next Day,4,1,2023-05-09,Ontime
204331,249,2022-11-18,J&T Express,Semarang,Mijen,Reguler,5,1,2022-11-23,Ontime
467135,151,2022-06-23,POS Indonesia,Denpasar,Pecatu,Reguler,5,4,2022-06-28,Ontime
282153,151,2022-07-16,POS Indonesia,Padang,Pauh,Next Day,2,5,2022-07-18,Ontime
73323,284,2023-02-20,JNE,Batam,Lubuk Baja,Next Day,2,5,2023-02-22,Ontime
420426,116,2022-05-30,Ninja Xpress,Medan,Medan Denai,Same Day,3,1,2022-06-02,Ontime
305474,142,2022-07-27,J&T Express,Padang,Padang Timur,Next Day,1,4,2022-07-28,Ontime
607079,233,2022-10-04,JNE,Padang,Koto Tangah,Next Day,4,4,2022-10-08,Ontime
233225,271,2023-03-12,J&T Express,Pontianak,Pontianak Tenggara,Reguler,3,2,2023-03-15,Ontime
144804,123,2022-12-27,JNE,Padang,Kuranji,Reguler,4,3,2022-12-31,Ontime
231660,253,2023-02-23,Ninja Xpress,Depok,Cimanggis,Reguler,4,1,2023-02-27,Ontime
188908,235,2023-02-28,JNE,Padang,Lubuk Begalung,Reguler,4,2,2023-03-04,Ontime
272557,132,2023-03-30,SiCepat,Palembang,Bukit Kecil,Reguler,2,5,2023-04-01,Ontime
970050,210,2022-10-14,SiCepat,Bandar Lampung,Rajabasa,Express,4,3,2022-10-18,Ontime
912388,166,2023-03-24,SiCepat,Bandung,Cicendo,Express,4,4,2023-03-28,Ontime
625150,163,2022-10-25,SiCepat,Bandar Lampung,Rajabasa,Express,1,2,2022-10-26,Ontime
777845,260,2023-01-02,POS Indonesia,Batam,Batam Kota,Reguler,5,5,2023-01-07,Ontime
952222,232,2022-06-16,Ninja Xpress,Surakarta,Kraton,Same Day,3,1,2022-06-19,Ontime
751683,187,2022-07-05,J&T Express,Medan,Medan Labuhan,Same Day,3,4,2022-07-08,Ontime
992499,195,2022-10-30,JNE,Jakarta,Mampang Prapatan,Next Day,4,5,2022-11-03,Ontime
89004,282,2022-11-11,JNE,Makassar,Makassar Selatan,Reguler,5,1,2022-11-16,Ontime
128321,226,2022-06-06,SiCepat,Bogor,Tanah Sereal,Next Day,2,3,2022-06-08,Ontime
576540,127,2022-10-07,J&T Express,Bandar Lampung,Tanjung Senang,Next Day,1,3,2022-10-08,Ontime
776438,135,2023-05-18,SiCepat,Denpasar,Tuban,Next Day,2,4,2023-05-20,Ontime
971480,259,2023-05-08,JNE,Denpasar,Sesetan,Same Day,4,1,2023-05-12,Ontime
878563,114,2023-02-09,POS Indonesia,Bogor,Bogor Utara,Express,2,3,2023-02-11,Ontime
714911,232,2022-09-24,Ninja Xpress,Surakarta,Karangpandan,Reguler,4,2,2022-09-28,Ontime
874481,224,2022-08-29,SiCepat,Batam,Bengkong,Reguler,5,3,2022-09-03,Ontime
327363,292,2022-09-16,J&T Express,Surakarta,Batuwarno,Next Day,4,3,2022-09-20,Ontime
952984,163,2023-01-31,JNE,Padang,Koto Tangah,Express,2,4,2023-02-02,Ontime
101995,129,2022-11-02,SiCepat,Surakarta,Jenawi,Same Day,5,2,2022-11-07,Ontime
644080,167,2022-12-23,SiCepat,Bogor,Ciawi,Express,5,4,2022-12-28,Ontime
989438,210,2022-12-17,JNE,Pekanbaru,Tampan,Express,4,4,2022-12-21,Ontime
864686,289,2022-09-10,SiCepat,Depok,Pancoran Mas,Next Day,3,5,2022-09-13,Ontime
846292,268,2023-03-25,JNE,Depok,Tapos,Express,5,5,2023-03-30,Ontime
655697,211,2022-10-11,SiCepat,Pekanbaru,Bukit Raya,Next Day,3,5,2022-10-14,Ontime
10876,181,2022-10-24,JNE,Denpasar,Serangan,Same Day,5,4,2022-10-29,Ontime
151612,141,2022-11-14,POS Indonesia,Bogor,Nanggung,Express,1,4,2022-11-15,Ontime
633429,216,2022-12-13,Ninja Xpress,Semarang,Semanan,Next Day,4,3,2022-12-17,Ontime
895286,263,2022-10-14,J&T Express,Palembang,Seberang Ulu II,Reguler,2,2,2022-10-16,Ontime
62125,253,2022-10-24,Ninja Xpress,Padang,Lubuk Begalung,Same Day,1,4,2022-10-25,Ontime
57854,216,2022-10-26,J&T Express,Jakarta,Kemayoran,Next Day,1,1,2022-10-27,Ontime
955813,146,2023-02-20,J&T Express,Makassar,Ujung Tanah,Express,2,3,2023-02-22,Ontime
525215,271,2022-07-24,JNE,Bekasi,Bekasi Jaya,Same Day,2,3,2022-07-26,Ontime
43070,261,2023-03-17,Ninja Xpress,Denpasar,Padangsambian Klod,Same Day,5,5,2023-03-22,Ontime
130169,283,2022-10-31,Ninja Xpress,Denpasar,Denpasar Selatan,Reguler,1,5,2022-11-01,Ontime
104610,250,2023-02-19,SiCepat,Bandung,Bandung Wetan,Next Day,5,5,2023-02-24,Ontime
977114,176,2022-10-07,J&T Express,Palembang,Bukit Kecil,Express,5,2,2022-10-12,Ontime
158573,194,2022-06-03,J&T Express,Depok,Pancoran Mas,Next Day,3,3,2022-06-06,Ontime
239196,192,2022-11-26,J&T Express,Surabaya,Tegalsari,Next Day,2,4,2022-11-28,Ontime
215428,285,2023-03-09,POS Indonesia,Surakarta,Karanganyar,Same Day,4,3,2023-03-13,Ontime
73011,124,2023-01-20,POS Indonesia,Palembang,Ilir Timur II,Same Day,2,5,2023-01-22,Ontime
240859,235,2023-05-12,JNE,Bekasi,Jatiasih,Express,2,3,2023-05-14,Ontime
439437,199,2023-04-27,J&T Express,Semarang,Semarang Selatan,Next Day,4,2,2023-05-01,Ontime
130462,131,2022-10-29,SiCepat,Denpasar,Tuban,Next Day,3,5,2022-11-01,Ontime
777567,125,2022-06-07,Ninja Xpress,Batam,Batam Kota,Reguler,3,3,2022-06-10,Ontime
690595,268,2023-03-05,Ninja Xpress,Depok,Limo,Express,1,5,2023-03-06,Ontime
779298,181,2022-08-14,Ninja Xpress,Depok,Mekarsari,Reguler,1,1,2022-08-15,Ontime
70214,241,2023-05-19,Ninja Xpress,Pekanbaru,Rumbai,Reguler,1,3,2023-05-20,Ontime
554291,189,2022-11-16,POS Indonesia,Jakarta,Tebet,Same Day,1,1,2022-11-17,Ontime
643226,152,2023-05-26,Ninja Xpress,Pontianak,Pontianak Utara,Same Day,4,5,2023-05-30,Ontime
448161,261,2023-01-02,JNE,Denpasar,Jimbaran,Reguler,3,2,2023-01-05,Ontime
109990,120,2022-12-08,Ninja Xpress,Pekanbaru,Pekanbaru Kota,Reguler,1,1,2022-12-09,Ontime
918153,240,2022-06-25,SiCepat,Denpasar,Padangsambian,Same Day,1,3,2022-06-26,Ontime
887759,256,2022-12-21,Ninja Xpress,Bandung,Cibeunying Kidul,Same Day,2,1,2022-12-23,Ontime
335235,172,2022-12-12,Ninja Xpress,Surakarta,Jatipuro,Reguler,5,2,2022-12-17,Ontime
474070,278,2023-04-15,SiCepat,Padang,Kuranji,Same Day,3,3,2023-04-18,Ontime
606068,299,2022-09-13,POS Indonesia,Bogor,Citeureup,Next Day,1,5,2022-09-14,Ontime
880563,206,2023-04-26,JNE,Depok,Sukmajaya,Express,1,3,2023-04-27,Ontime
494662,260,2022-06-02,JNE,Palembang,Ilir Barat II,Reguler,4,1,2022-06-06,Ontime
129764,271,2022-06-07,JNE,Bandar Lampung,Langkapura,Express,5,5,2022-06-12,Ontime
974337,205,2023-02-20,J&T Express,Pontianak,Pontianak Kota,Next Day,5,4,2023-02-25,Ontime
108853,144,2022-06-27,J&T Express,Padang,Lubuk Kilangan,Express,2,5,2022-06-29,Ontime
380860,280,2023-04-02,Ninja Xpress,Padang,Padang Barat,Express,2,4,2023-04-04,Ontime
389628,294,2022-10-27,POS Indonesia,Jakarta,Tebet,Express,2,4,2022-10-29,Ontime
341846,175,2022-06-18,Ninja Xpress,Semarang,Ngaliyan,Next Day,5,2,2022-06-23,Ontime
516684,179,2022-10-09,JNE,Surakarta,Banyudono,Same Day,1,2,2022-10-10,Ontime
913436,184,2022-08-20,POS Indonesia,Medan,Medan Selayang,Reguler,3,2,2022-08-23,Ontime
276912,298,2023-01-09,POS Indonesia,Medan,Medan Barat,Next Day,4,1,2023-01-13,Ontime
981201,223,2022-09-20,J&T Express,Bandung,Cicendo,Reguler,4,2,2022-09-24,Ontime
566939,116,2022-09-23,J&T Express,Denpasar,Benoa,Reguler,2,1,2022-09-25,Ontime
585445,247,2022-06-03,POS Indonesia,Makassar,Tamalanrea,Reguler,5,5,2022-06-08,Ontime
372455,254,2023-01-16,J&T Express,Pekanbaru,Lima Puluh,Express,3,2,2023-01-19,Ontime
246814,143,2023-02-27,J&T Express,Tangerang,Sepatan,Reguler,3,4,2023-03-02,Ontime
397250,132,2022-08-29,J&T Express,Yogyakarta,Terban,Next Day,5,1,2022-09-03,Ontime
312543,139,2023-02-05,JNE,Semarang,Ngaliyan,Same Day,4,2,2023-02-09,Ontime
33488,241,2023-04-04,J&T Express,Medan,Medan Timur,Next Day,4,3,2023-04-08,Ontime
389630,247,2023-04-01,JNE,Batam,Sekupang,Reguler,2,4,2023-04-03,Ontime
31855,141,2022-08-22,Ninja Xpress,Pontianak,Pontianak Utara,Same Day,2,1,2022-08-24,Ontime
750281,146,2022-09-14,SiCepat,Surabaya,Rungkut,Same Day,1,5,2022-09-15,Ontime
466382,135,2023-02-21,POS Indonesia,Pontianak,Pontianak Kota,Same Day,2,5,2023-02-23,Ontime
114389,162,2023-03-09,SiCepat,Pekanbaru,Senapelan,Same Day,1,3,2023-03-10,Ontime
653737,189,2022-11-26,JNE,Batam,Batu Aji,Next Day,4,4,2022-11-30,Ontime
13720,118,2022-11-26,JNE,Batam,Bengkong,Express,5,5,2022-12-01,Ontime
713669,125,2022-06-16,POS Indonesia,Yogyakarta,Jetis,Same Day,1,1,2022-06-17,Ontime
222361,137,2022-12-28,SiCepat,Jakarta,Kebayoran Lama,Same Day,3,3,2022-12-31,Ontime
30451,273,2022-09-13,J&T Express,Pontianak,Pontianak Timur,Express,1,3,2022-09-14,Ontime
408884,229,2023-01-18,JNE,Medan,Medan Marelan,Next Day,5,4,2023-01-23,Ontime
541752,171,2023-03-11,JNE,Batam,Sagulung,Reguler,3,4,2023-03-14,Ontime
463220,259,2022-05-30,JNE,Jakarta,Kebayoran Baru,Same Day,3,1,2022-06-02,Ontime
775326,210,2023-05-03,J&T Express,Tangerang,Sepatan,Reguler,4,3,2023-05-07,Ontime
926087,261,2022-08-01,POS Indonesia,Medan,Medan Tembung,Express,4,2,2022-08-05,Ontime
356414,127,2023-05-05,J&T Express,Makassar,Makassar City,Express,1,3,2023-05-06,Ontime
118980,155,2022-06-23,JNE,Padang,Nanggalo,Same Day,5,3,2022-06-28,Ontime
882965,185,2023-03-31,J&T Express,Surakarta,Jatipuro,Next Day,2,1,2023-04-02,Ontime
332101,298,2022-06-27,Ninja Xpress,Yogyakarta,Kotagede,Express,5,3,2022-07-02,Ontime
545309,201,2022-11-25,JNE,Denpasar,Padangsambian Klod,Express,2,4,2022-11-27,Ontime
755489,198,2023-01-02,SiCepat,Medan,Medan Polonia,Same Day,4,3,2023-01-06,Ontime
819586,190,2022-07-17,Ninja Xpress,Surabaya,Mulyorejo,Next Day,1,3,2022-07-18,Ontime
797350,146,2022-08-31,Ninja Xpress,Pontianak,Pontianak Selatan,Reguler,1,2,2022-09-01,Ontime
355171,256,2022-08-11,Ninja Xpress,Depok,Cipayung,Same Day,5,1,2022-08-16,Ontime
600530,260,2022-09-27,POS Indonesia,Bekasi,Jatiasih,Same Day,4,2,2022-10-01,Ontime
147409,198,2022-12-30,POS Indonesia,Medan,Medan Polonia,Reguler,1,4,2022-12-31,Ontime
181297,240,2022-11-11,JNE,Semarang,Prajurit Kulon,Reguler,3,3,2022-11-14,Ontime
918,234,2022-09-01,Ninja Xpress,Malang,Klojen,Same Day,5,5,2022-09-06,Ontime
237340,237,2023-04-13,Ninja Xpress,Semarang,Semarang Utara,Express,1,4,2023-04-14,Ontime
851686,132,2023-02-02,JNE,Surakarta,Karanganyar,Reguler,4,4,2023-02-06,Ontime
973016,197,2023-03-15,JNE,Bekasi,Bantargebang,Express,3,2,2023-03-18,Ontime
392776,152,2023-03-22,SiCepat,Batam,Lubuk Baja,Express,2,1,2023-03-24,Ontime
20700,284,2023-03-08,JNE,Semarang,Mijen,Next Day,5,3,2023-03-13,Ontime
363827,176,2022-05-29,SiCepat,Palembang,Seberang Ulu II,Reguler,4,3,2022-06-02,Ontime
283392,247,2022-07-27,Ninja Xpress,Makassar,Makassar Selatan,Next Day,3,2,2022-07-30,Ontime
592338,194,2023-05-10,JNE,Batam,Galang,Same Day,5,5,2023-05-15,Ontime
494141,261,2023-02-05,JNE,Surakarta,Ngargoyoso,Next Day,2,2,2023-02-07,Ontime
701321,163,2022-08-06,POS Indonesia,Bandung,Mandalajati,Same Day,1,4,2022-08-07,Ontime
644017,138,2022-08-01,Ninja Xpress,Batam,Sei Beduk,Reguler,4,1,2022-08-05,Ontime
367936,282,2023-03-11,SiCepat,Batam,Nongsa,Reguler,4,2,2023-03-15,Ontime
65126,263,2022-09-11,POS Indonesia,Malang,Sumbermanjing,Next Day,4,3,2022-09-15,Ontime
181767,241,2022-10-19,POS Indonesia,Semarang,Candisari,Next Day,3,4,2022-10-22,Ontime
721303,222,2022-07-19,J&T Express,Malang,Ngajung,Next Day,3,4,2022-07-22,Ontime
824929,276,2022-12-29,POS Indonesia,Medan,Medan Amplas,Reguler,2,1,2022-12-31,Ontime
308844,201,2023-01-02,J&T Express,Depok,Cimanggis,Same Day,1,2,2023-01-03,Ontime
762307,141,2023-01-27,POS Indonesia,Padang,Padang Selatan,Reguler,5,4,2023-02-01,Ontime
126139,243,2022-12-19,J&T Express,Yogyakarta,Umbulharjo,Reguler,2,5,2022-12-21,Ontime
376437,189,2022-09-23,POS Indonesia,Denpasar,Sesetan,Express,4,3,2022-09-27,Ontime
538670,200,2023-02-16,SiCepat,Padang,Padang Selatan,Express,5,1,2023-02-21,Ontime
783409,152,2022-08-18,Ninja Xpress,Makassar,Rappocini,Next Day,5,2,2022-08-23,Ontime
470158,288,2022-08-30,SiCepat,Semarang,Genuk,Express,4,2,2022-09-03,Ontime
265085,211,2023-04-26,J&T Express,Surabaya,Kenjeran,Next Day,4,5,2023-04-30,Ontime
131908,257,2022-09-23,POS Indonesia,Jakarta,Ciracas,Express,3,3,2022-09-26,Ontime
715780,113,2022-08-27,SiCepat,Pontianak,Pontianak Kota,Express,2,1,2022-08-29,Ontime
132189,126,2022-06-21,POS Indonesia,Bogor,Tanah Sereal,Reguler,4,4,2022-06-25,Ontime
663151,135,2022-09-01,Ninja Xpress,Bandung,Buahbatu,Next Day,2,2,2022-09-03,Ontime
996702,270,2023-05-23,JNE,Pontianak,Pontianak Kota,Same Day,5,2,2023-05-28,Ontime
892627,186,2022-07-04,J&T Express,Bandung,Mandalajati,Reguler,4,2,2022-07-08,Ontime
398955,127,2022-09-24,J&T Express,Jakarta,Grogol Petamburan,Express,3,5,2022-09-27,Ontime
305551,219,2023-04-22,SiCepat,Surabaya,Simokerto,Express,2,5,2023-04-24,Ontime
344566,232,2022-07-13,SiCepat,Depok,Cinere,Next Day,4,3,2022-07-17,Ontime
756762,135,2022-09-02,SiCepat,Pontianak,Pontianak Kota,Express,5,1,2022-09-07,Ontime
377632,123,2022-06-19,SiCepat,Semarang,Semarang Timur,Next Day,2,1,2022-06-21,Ontime
895463,236,2022-08-07,POS Indonesia,Bogor,Bogor Timur,Reguler,2,3,2022-08-09,Ontime
45441,289,2023-02-23,SiCepat,Yogyakarta,Mergangsan,Reguler,5,2,2023-02-28,Ontime
374634,215,2022-11-30,Ninja Xpress,Semarang,Prajurit Kulon,Next Day,2,1,2022-12-02,Ontime
2762,211,2022-07-04,POS Indonesia,Yogyakarta,Mantrijeron,Reguler,4,3,2022-07-08,Ontime
864733,195,2023-05-14,SiCepat,Medan,Medan Sunggal,Reguler,2,2,2023-05-16,Ontime
214796,112,2023-05-15,POS Indonesia,Bogor,Gunung Putri,Express,2,1,2023-05-17,Ontime
7596,245,2023-01-17,SiCepat,Batam,Batam Kota,Next Day,3,1,2023-01-20,Ontime
958128,290,2023-04-26,POS Indonesia,Pontianak,Pontianak Utara,Reguler,3,4,2023-04-29,Ontime
115826,160,2022-09-02,SiCepat,Yogyakarta,Keparakan,Reguler,1,5,2022-09-03,Ontime
265097,213,2022-11-10,JNE,Tangerang,Sindang Jaya,Express,5,5,2022-11-15,Ontime
637454,253,2023-04-18,POS Indonesia,Batam,Sei Beduk,Next Day,3,5,2023-04-21,Ontime
84634,237,2022-12-29,SiCepat,Bogor,Cigombong,Express,3,4,2023-01-01,Ontime
582439,126,2022-11-01,POS Indonesia,Palembang,Kemuning,Next Day,4,2,2022-11-05,Ontime
746641,257,2023-04-08,SiCepat,Jakarta,Cipayung,Next Day,5,2,2023-04-13,Ontime
276081,232,2023-05-21,JNE,Denpasar,Jimbaran,Same Day,5,1,2023-05-26,Ontime
6686,150,2022-07-30,J&T Express,Jakarta,Ciracas,Same Day,4,2,2022-08-03,Ontime
166790,142,2022-10-06,J&T Express,Semarang,Gunungpati,Express,5,5,2022-10-11,Ontime
19384,188,2022-12-04,POS Indonesia,Palembang,Sukarami,Same Day,3,5,2022-12-07,Ontime
548983,181,2022-10-24,Ninja Xpress,Jakarta,Mampang Prapatan,Express,1,2,2022-10-25,Ontime
115074,204,2023-04-30,SiCepat,Makassar,Biringkanaya,Reguler,4,3,2023-05-04,Ontime
268772,202,2022-06-16,SiCepat,Palembang,Sako,Reguler,2,3,2022-06-18,Ontime
663976,117,2022-08-31,J&T Express,Depok,Mekarsari,Reguler,3,3,2022-09-03,Ontime
238146,300,2022-06-16,SiCepat,Denpasar,Pecatu,Next Day,4,1,2022-06-20,Ontime
492704,146,2022-07-18,SiCepat,Jakarta,Makasar,Next Day,3,2,2022-07-21,Ontime
145525,212,2023-05-05,J&T Express,Yogyakarta,Gondokusuman,Same Day,2,4,2023-05-07,Ontime
159320,187,2023-01-05,JNE,Surakarta,Jatipuro,Reguler,4,3,2023-01-09,Ontime
689684,230,2022-09-18,JNE,Bandar Lampung,Tanjung Senang,Express,2,3,2022-09-20,Ontime
193930,220,2022-12-07,JNE,Bekasi,Bekasi Timur,Next Day,3,3,2022-12-10,Ontime
388073,277,2022-08-18,POS Indonesia,Yogyakarta,Gondokusuman,Reguler,5,3,2022-08-23,Ontime
94643,172,2022-12-24,SiCepat,Pekanbaru,Tampan,Next Day,2,1,2022-12-26,Ontime
225343,223,2023-03-27,J&T Express,Depok,Bojongsari,Express,2,4,2023-03-29,Ontime
825998,143,2022-12-19,Ninja Xpress,Jakarta,Setiabudi,Express,2,3,2022-12-21,Ontime
949672,210,2022-10-03,SiCepat,Medan,Medan Tembung,Reguler,4,4,2022-10-07,Ontime
256988,253,2022-11-30,JNE,Padang,Nanggalo,Express,5,5,2022-12-05,Ontime
680333,282,2022-11-07,Ninja Xpress,Depok,Cinere,Same Day,1,2,2022-11-08,Ontime
269920,272,2023-03-17,Ninja Xpress,Bandung,Astana Anyar,Next Day,1,2,2023-03-18,Ontime
158907,122,2022-09-07,J&T Express,Surakarta,Banjarsari,Next Day,2,1,2022-09-09,Ontime
721472,162,2022-10-14,SiCepat,Malang,Klojen,Express,5,5,2022-10-19,Ontime
658155,253,2023-01-05,JNE,Semarang,Prajurit Kulon,Same Day,1,2,2023-01-06,Ontime
291397,124,2022-06-06,SiCepat,Tangerang,Ciledug,Same Day,5,1,2022-06-11,Ontime
213331,192,2023-01-14,J&T Express,Bandung,Cibeunying Kaler,Same Day,2,2,2023-01-16,Ontime
668415,250,2022-07-01,POS Indonesia,Bekasi,Rawalumbu,Next Day,1,2,2022-07-02,Ontime
536365,180,2022-08-04,POS Indonesia,Tangerang,Serpong Utara,Next Day,1,2,2022-08-05,Ontime
352823,125,2023-01-19,Ninja Xpress,Pekanbaru,Tenayan Raya,Express,5,4,2023-01-24,Ontime
806628,142,2022-08-29,JNE,Bogor,Megamendung,Express,3,3,2022-09-01,Ontime
985785,268,2023-04-19,Ninja Xpress,Bandung,Mandalajati,Reguler,4,5,2023-04-23,Ontime
218975,258,2023-05-03,SiCepat,Bandung,Cibeunying Kaler,Same Day,3,4,2023-05-06,Ontime
459290,288,2022-09-17,SiCepat,Batam,Belakang Padang,Reguler,3,5,2022-09-20,Ontime
88953,235,2023-03-03,Ninja Xpress,Bandar Lampung,Langkapura,Express,2,5,2023-03-05,Ontime
807713,210,2022-11-25,JNE,Semarang,Ngaliyan,Next Day,5,1,2022-11-30,Ontime
421525,272,2022-09-16,Ninja Xpress,Denpasar,Jimbaran,Reguler,4,2,2022-09-20,Ontime
227211,182,2022-07-31,POS Indonesia,Malang,Klojen,Reguler,3,2,2022-08-03,Ontime
553297,137,2022-06-02,JNE,Bandar Lampung,Teluk Betung Utara,Next Day,1,3,2022-06-03,Ontime
504263,147,2022-08-21,J&T Express,Bandung,Panyileukan,Express,5,2,2022-08-26,Ontime
719800,184,2022-10-05,SiCepat,Jakarta,Cempaka Putih,Reguler,2,5,2022-10-07,Ontime
318577,117,2023-01-16,SiCepat,Medan,Medan Sunggal,Same Day,2,1,2023-01-18,Ontime
850335,271,2022-08-22,Ninja Xpress,Bekasi,Jati Sampurna,Reguler,4,1,2022-08-26,Ontime
550828,265,2023-05-12,SiCepat,Jakarta,Pasar Rebo,Reguler,1,3,2023-05-13,Ontime
701576,134,2022-08-27,SiCepat,Surakarta,Batuwarno,Next Day,2,4,2022-08-29,Ontime
200488,236,2022-08-20,Ninja Xpress,Surakarta,Batuwarno,Express,1,5,2022-08-21,Ontime
285164,247,2023-01-12,POS Indonesia,Tangerang,Karawaci,Next Day,2,5,2023-01-14,Ontime
657773,203,2023-04-09,J&T Express,Palembang,Ilir Barat II,Same Day,1,4,2023-04-10,Ontime
591456,291,2023-03-15,JNE,Depok,Sukmajaya,Same Day,2,4,2023-03-17,Ontime
679858,145,2022-09-01,JNE,Surakarta,Jenawi,Reguler,3,1,2022-09-04,Ontime
983159,114,2022-09-05,SiCepat,Bekasi,Jatiasih,Reguler,4,2,2022-09-09,Ontime
350205,286,2022-08-16,Ninja Xpress,Bandar Lampung,Tanjung Senang,Next Day,5,1,2022-08-21,Ontime
96924,140,2022-08-24,J&T Express,Bandar Lampung,Rajabasa,Next Day,1,4,2022-08-25,Ontime
922915,129,2023-03-28,J&T Express,Jakarta,Tanah Abang,Next Day,1,5,2023-03-29,Ontime
880267,124,2023-01-16,JNE,Bekasi,Rawalumbu,Reguler,5,1,2023-01-21,Ontime
61004,276,2022-05-31,J&T Express,Surakarta,Jatipuro,Reguler,1,1,2022-06-01,Ontime
591230,144,2022-11-07,JNE,Jakarta,Kebayoran Baru,Reguler,2,5,2022-11-09,Ontime
321535,198,2022-07-17,POS Indonesia,Padang,Nanggalo,Next Day,4,3,2022-07-21,Ontime
971082,234,2022-06-29,POS Indonesia,Denpasar,Serangan,Reguler,4,5,2022-07-03,Ontime
400124,189,2022-12-15,Ninja Xpress,Malang,Sumbermanjing,Reguler,5,1,2022-12-20,Ontime
926312,130,2023-04-05,Ninja Xpress,Depok,Beji,Next Day,3,3,2023-04-08,Ontime
439823,293,2022-11-29,POS Indonesia,Malang,Turen,Same Day,4,4,2022-12-03,Ontime
